"Topic	Words	Probabilities",,,,,,,,,,,,,,,,,,
"Topic 247	('wind'", 'windy', 'stem', 'pratensis', 'clean', 'sheltered', 'hypervolume', 'sla', 'officinale'," 'microhabitats')	(0.02584210581074585", 0.022111530502617934, 0.015813980025927064, 0.015025840342336493,0.014340167, 0.013729141787420122, 0.013308493140653634, 0.013306715241374808, 0.013192135171189239, 0.01185790242586995)
"Topic 248	('ego'", 'kinship', 'class', 'th', 'kin', 'ancestor', 'matrix', 'sisters', 'aunts'," 'coste')	(0.0425592666570563", 0.038998285153672076,0.030037502, 0.028868200192875594, 0.028830803101390058, 0.023200800886203028, 0.022583665238723346, 0.022085687683715587,0.014890535, 0.013968359268714751)
"Topic 249	('legumes'", 'legume', 'mixtures', 'luscher', 'yield', 'suter', 'persistent', 'nyfeler', 'connolly'," 'gp')	(0.02720040231785927", 0.023582918110827494, 0.018313281454491362, 0.016457315049602874, 0.013206340518991189, 0.012132595184351069, 0.011584783487764339, 0.011024593402841282, 0.010254152686145587, 0.009843131149443428)
"Topic 250	('viruses'", 'viral', 'virus', 'demory', 'temperaturedriven', 'virushost', 'preprint', 'hostvirus', 'noninfectious'," 'host')	(0.03177240100735836",0.031503294,0.025072955, 0.014595256556850627, 0.014370246629607774, 0.013894822306951127, 0.011776688783193903, 0.011749456639742185, 0.011640897458063086, 0.011036353586372826)
"Topic 251	('rnorm'", 'sep', 'paste', 'loofile', 'dossier', 'writevalues', 'dim2', 'dimsem', 'rexp'," 'paretok')	(0.09945813193535319",0.068076832,0.067051255,0.060662022,0.050619764,0.044384736, 0.043952512101330735,0.043253237,0.043253237, 0.04325323717949104)
"Topic 252	('compositional'", 'metacommunity', 'aggregate', 'variability', 'bdj', 'synchrony', 'local', 'spatial', 'itj'," 'biomass')	(0.07001618254550343", 0.058220465472879984,0.042958635,0.038900538, 0.017628490232302934, 0.016864083799310235, 0.013407347724630356, 0.012201801485518604, 0.011039345070297437, 0.010750670436037913)
"Topic 253	('nutritional'", 'collective', 'social', 'intake', 'nutrition', 'simpson', 'foods', 'raubenheimer', 'individuals'," 'nutritionally')	(0.03892362786660864", 0.027754147757413975, 0.022747131943437332, 0.021355147389057718,0.017139916, 0.016816413889051866,0.015924272, 0.013414598298237115, 0.011215789259154445, 0.010633101207274311)
"Topic 254	('silicon'", 'si', 'lalibert', 'chronosequence', 'soil', 'defenses', 'lambers', 'tombeur', 'phenol'," 'hartley')	(0.02510304504727245", 0.021781518454270118,0.0172315, 0.017036382360794498, 0.014954108228615452, 0.012990508154008033, 0.012964476191991965, 0.011134479054775728,0.00993189, 0.00963263717598586)
"Topic 255	('nursery'", 'nurseries', 'age0', 'rochette', 'mortality', 'juveniles', 'drift', 'unif', 'age1'," 'r3')	(0.038368623611168114",0.023989938,0.022031489, 0.016500107064014176, 0.016202493130056197, 0.016119923969044714,0.013856181, 0.013479598770061838,0.012427175, 0.011131562291874762)
"Topic 256	('densiflora'", 'spartina', 'phenotypic', 'castillo', 'plasticity', 'nieva', 'estuary', 'figueroa', 'intrapopulation'," 'marshes')	(0.043011435274633865", 0.030565090970009832,0.021413392, 0.020343452695497487,0.017714961, 0.013352068355749291,0.012780298,0.011358321, 0.010865509895079152, 0.010832983193535478)
"Topic 257	('beak'", 'terroir', 'finches', 'dm', 'grant', 'fortis', 'darwin', 'ab', 'cruz'," 'santa')	(0.03799890107304538",0.035344599, 0.034553581162902344,0.028154731, 0.027553680592782286, 0.026992717012894758,0.025359094, 0.019836841980864568,0.018866727, 0.017720771309214484)
"Topic 258	('schmidt'", 'information', 'skl', 'heterogeneity', 'site', 'informed', 'quality', 'landsc', 'qi'," 'wsls')	(0.016501397372649853", 0.013754994209004046,0.011877468, 0.010770773301837983, 0.010646618296027434,0.009447898,0.009318428,0.008283439,0.00800313, 0.0070308600330967926)
"Topic 259	('oxidative'", 'mercury', 'damage', 'haptoglobin', 'plasma', 'hg', 'contaminants', 'skua', 'wandering'," 'pops')	(0.04439448595129382", 0.032205670264562225,0.020825008, 0.019398635769907906, 0.015089003769118793,0.013152899, 0.010136034941571722, 0.010085528873850357,0.009841421, 0.009824411829057135)
"Topic 260	('jab'", 'fagus', 'basal', 'nfi', 'overstory', 'predominance', 'equilibria', 'others', 'switched'," 'seedling')	(0.03508247797646727",0.027491194, 0.020476817073069135, 0.020370281689551288, 0.016769764134713455,0.016708652, 0.015119332356257814, 0.014261010070358193,0.013618981, 0.01301169705776663)
"Topic 261	('microbotryum'", 'mv', 'hood', 'silene', 'pathogen', 'host', 'vulgaris', 'latifolia', 'spores'," 'antonovics')	(0.04850200814254519",0.031040204, 0.024137399031912504,0.022181288, 0.021655242596609073, 0.020012962920223625, 0.019441943541826705, 0.017803169120866363, 0.017734477489584354, 0.01734423099806068)
"Topic 262	('nature'", 'affective', 'experiences', 'statements', 'sensory', 'people', 'cognitive', 'place', 'connectedness'," 'chan')	(0.02228373517502469",0.021140067,0.018649937, 0.017729409020545202, 0.016288864254202555,0.015692299,0.01367662, 0.013068816177714979, 0.011504286054487474, 0.011089787710078491)
"Topic 263	('cave'", 'cloggs', 'gunaikurnai', 'aboriginal', 'mcdowell', 'r31', 'freslv', 'delannoy', 'mullett'," 'corporation')	(0.03815536511508093",0.036965207, 0.030465103194367897, 0.028280179979314885, 0.023954796350143828, 0.018334098962379565, 0.017671160953938246, 0.017556531770396802, 0.017017376721842246, 0.015136196838155728)
"Topic 264	('betweenness'", 'strength', 'm4', 'network', 'imputation', 'm3', 'm1', 'social', 'm2'," '08')	(0.08311784297355565",0.047354434,0.039550497,0.03750312,0.033429323,0.033066733,0.026131518, 0.023956538279796557, 0.022431215169018397, 0.01833484950722881)
"Topic 265	('technology'", 'innovation', 'tn', 'technological', 'population', 'human', 'land', 'peak', 'degradation'," 'agricultural')	(0.02432285693737636", 0.021435707188864242,0.019572766,0.016931545, 0.015716035086033194, 0.015122082543455284, 0.012972760344097497, 0.011303109855555913, 0.010368475113727137, 0.009836126965153022)
"Topic 266	('ants'", 'tmedium', 'thigh', 'nests', 'chambers', 'tmild', 'nest', 'tschinkel', 'tunnels'," 'workers')	(0.02826030078323711",0.022902641, 0.022716848507577908, 0.022519264178249895,0.022001625, 0.021749592221734813,0.017120683, 0.015667058453335346, 0.014772126539687564, 0.014746098970193472)
"Topic 267	('alpine'", 'ponds', 'pond', 'hydroperiod', 'org', 'oertli', 'connectivity', 'biodiversity', 'climate'," 'pallars')	(0.04601979599353785",0.040539968, 0.033794585622285885, 0.019605592630712158,0.018067078,0.011390965,0.010196042,0.009619273,0.009407484, 0.009063894203887354)
"Topic 268	('pav'", 'bydv', 'supply', 'rpv', 'inoculation', 'cydv', 'incidence', 'soil', 'co'," 'pathogen')	(0.04557204059723576",0.044458843,0.042814518,0.033246803,0.032801105, 0.032029799515558455, 0.024798839365719028,0.023068375,0.021717618, 0.020117916322666688)
"Topic 269	('marxan'", 'planning', 'managers', 'zoning', 'conservation', 'pads', 'targets', 'area', 'layers'," '49')	(0.028824604341457723", 0.021669922429298858, 0.015406642467720085, 0.014416597443796954, 0.014145385375678493, 0.013924357267976892,0.013233539, 0.013144094372516334, 0.010808215483103002, 0.01079710288335777)
"Topic 270	('mosquito'", 'mosquitoes', 'borne', 'bengaluru', 'india', 'urban', 'disease', 'integrative', 'vector'," 'aedes')	(0.05574014931524208", 0.030232181019890322,0.021502767, 0.014157282681390127, 0.013925111818412612, 0.013212459839919683, 0.012963215546882786, 0.012536411442122912,0.011653686, 0.011250463183894142)
"Topic 271	('treeline'", 'spectabilis', 'campanulatum', 'above', 'tall', 'below', 'mortality', 'stumps', 'rhododendron'," 'plants')	(0.1191275518594782",0.061747205,0.059521184,0.034303844, 0.027147496158261286, 0.024079727377215972,0.019470049,0.017240875,0.014162147, 0.013053737754061262)
"Topic 272	('miren'", 'road', 'protocol', 'mountain', 'roadside', 'survey', 'roads', 'nonnative', 'elevation'," 'plot')	(0.04403813832016548", 0.023859742540758396,0.021181187, 0.021108996111418192,0.019423343, 0.017818409952768347, 0.016861833862317436, 0.015512923173356676, 0.012222181077321237, 0.012079519354785644)
"Topic 273	('weed'", 'mixtures', 'monoculture', 'monocultures', 'sown', 'transgressive', 'suppression', 'yield', 'biomass'," 'mixture')	(0.04640102212265975",0.040455593,0.030689202, 0.027741530059853515, 0.027123803884328303, 0.025838035146545306, 0.022020375036041536,0.020751218,0.020187206, 0.015982797747380647)
"Topic 274	('stage'", 'embryos', 'desiccation', 'diapause', 'rewetting', 'developmental', 'ns', 'stages', 'dooren'," 'hatching')	(0.04230593566759315",0.034574492,0.025972233, 0.025359476703898147, 0.025141766303863854, 0.017377100611998587,0.016681802,0.016541364, 0.014889965118329131, 0.014854950886126607)
"Topic 275	('cormorants'", 'wintering', 'marion', 'departments', 'roosts', '000', 'cormorant', 'areas', '1983'," 'carbo')	(0.05127875076276269", 0.039404648432621245,0.034927293, 0.021778449368179405,0.021715725, 0.020384826205198346,0.018013018, 0.015398119265349453, 0.011002198619776181, 0.010921436374426188)
"Topic 276	('nepenthes'", 'pitcher', 'pitchers', 'gaume', 'rafesiana', 'uid', 'bicalcarata', 'ying', 'waxy'," 'trapping')	(0.05925972982455406", 0.059051057369547195, 0.047515238355327345, 0.022896909625331977, 0.020743046312287697, 0.020464210963840126, 0.017548299895226063, 0.016703270522417577, 0.016680217455502817, 0.0137381622287008)
"Topic 277	('pityocampa'", 'wilkinsoni', 'algeria', 'haplotypes', 'ena', 'thaumetopoea', 'processionary', 'clade', 'clades'," 'kerdelhue')	(0.04554989593243172", 0.034043593080902976,0.02398383, 0.021377445016024295,0.020465282,0.014002351, 0.013499300160480676, 0.012794964540701502,0.012698393, 0.012232504895576226)
"Topic 278	('drying'", 'desiccation', 'datry', 'wetlands', 'resistant', 'streams', 'forms', 'recovery', 'prevalence'," 'region')	(0.05029973880078591",0.021046308, 0.019530956265925263,0.019371281, 0.018563905689021293, 0.018002532725069385,0.016417591, 0.013461132984908732, 0.013404986378579212, 0.012455413620797487)
"Topic 279	('mycobiota'", 'wheat', 'endospheric', 'weed', 'sequence', 'root', 'clusters', 'weeds', 'rhoeas'," 'cluster')	(0.09041774927345812",0.078307716,0.052616744,0.051289363,0.032381186,0.027954726, 0.018371554673512442, 0.017243500765980486, 0.015777268982586856, 0.015582913613806263)
"Topic 280	('atolls'", 'atoll', 'kiribati', 'pitcairn', 'raised', 'islands', 'island', 'fosberg', 'volcanic'," 'endemic')	(0.08667533173635616",0.074169858, 0.021358720212458014, 0.021090830300483324, 0.020747683604973588, 0.020177292583994418, 0.019336525979431463,0.017113345, 0.015546730358369827, 0.01451221982590762)
"Topic 281	('grazing'", 'manuscrit', 'lawns', 'auteur', 'manuscript', 'clipping', 'author', 'meuret', '101111j13652745201001663x'," 'gignoux')	(0.052586093960207754",0.04969329,0.045540108, 0.037427995795004006,0.030236588,0.029590058,0.025622285, 0.024173447068936052, 0.023531258609155812, 0.02274321870472648)
"Topic 282	('exploited'", 'hoverflies', 'flowers', 'unexploited', 'bumblebees', 'balteatus', 'nectar', 'parasitoids', 'hoverfly'," 'fed')	(0.04522928262108891",0.042484838,0.033137811, 0.029557605121646163, 0.019750791256349154, 0.017865228117396756, 0.016687041485548327, 0.016199015955931678, 0.016129840196783325, 0.01537043795794345)
"Topic 283	('manatees'", 'florida', 'crystal', 'manatee', 'shea', 'sighting', 'probabilities', 'coast', 'ackerman'," 'survival')	(0.05273258471563166",0.028883595, 0.026382909879445193, 0.025502641425769794, 0.022341880532961263,0.020607486, 0.019166692287785527, 0.016909463489876996, 0.014861223224452817, 0.014353321553874912)
"Topic 284	('phytoplankton'", 'rmax', 'supply', 'temperature', 'nutrient', 'trn', 'ratios', 'fluctuating', 'fluctuations'," 'constant')	(0.040198264400474", 0.021877491611725027, 0.020931132761407102, 0.020705191655804037, 0.018202221329295058, 0.013361912593907867, 0.012028830481416135,0.011664978,0.010992711, 0.009857309492951055)
"Topic 285	('insects'", 'abundance', 'mller', 'barn', 'insect', 'windscreen', 'denmark', 'kraghede', 'swallows'," 'insectivorous')	(0.034326514165003486", 0.020856953746264905,0.019444972, 0.017261742536831232, 0.017209021149921077,0.016793521, 0.014980315189681227,0.014619189, 0.013632487050564813, 0.011584949601381808)
"Topic 286	('madagascar'", 'boundary', 'pinning', 'savanna', 'biome', 'savannas', 'goel', 'biomes', 'dispersal'," 'fire')	(0.03123866369196034",0.023134354,0.021886986, 0.021637203338414568, 0.018782245309102052, 0.017828677289002542,0.015674692, 0.012893588744546415, 0.012727706648649941, 0.012693369775743328)
"Topic 287	('lake'", 'lakes', 'cladoceran', 'bourget', 'geneva', 'annecy', 'daphnia', 'bosmina', 'forcings'," 'sp')	(0.04502154040013142",0.044664623,0.040435845,0.034417691,0.032852162,0.029930513, 0.019860303593367778, 0.018318147964910818,0.013030753, 0.01278744857807786)
"Topic 288	('pike'", 'lakes', 'extinction', '00000', 'piscivores', 'area', 'englund', 'lake', 'log'," 'metapopulation')	(0.046410674973923746",0.03581751, 0.020172118211077932, 0.015415181896821412, 0.013267419524668369, 0.013149496690565256,0.012382027,0.011402522, 0.011174934887473481, 0.010080773394540709)
"Topic 289	('hornet'", 'yellowlegged', 'humanmediated', 'spread', 'darrouzet', 'suppo', '205215', '1011111365266412724', 'robinet'," 'control')	(0.0544890667268169",0.04817641,0.037600927,0.031314381,0.022753201,0.02115215, 0.020546159833818373, 0.020546159833818373, 0.019037124202938994, 0.01624947638803101)
"Topic 290	('cumming'", 'conservation', 'governance', 'tfcas', 'transfrontier', 'bourgeois', 'futures', 'africa', 'people'," 'biggs')	(0.025442615344959965", 0.021259755622376888,0.017950453,0.015286388, 0.014296795413324665, 0.013290439883310435,0.013254343, 0.012577211755731076, 0.011845515907667727, 0.011373106550824694)
"Topic 291	('rodent'", 'stakeholder', 'stakeholders', 'madagascar', 'government', 'health', 'programmes', 'people', 'interventions'," 'scobie')	(0.031314843028441806", 0.025850510770126664, 0.025765502886307842, 0.019023380458896563, 0.016634109039159465,0.016063691, 0.013050755814801463, 0.012725514613121899, 0.012091848818933201, 0.01192502411363478)
"Topic 292	('acoustic'", 'migration', 'radar', 'nightly', 'weather', 'lostanlen', 'calling', 'farnsworth', 'ebird'," 'doren')	(0.06463175105410195",0.03207801, 0.028548880028801363, 0.021418680597206245, 0.019968607586599817, 0.019628229478315842, 0.017727924566173725,0.017135787,0.016314729, 0.01536310496425251)
"Topic 293	('ibex'", 'alpine', 'ndvi', 'altitudinal', 'activity', 'behavioural', 'hour', 'altitudes', 'summer'," 'ungulate')	(0.03420945904222443",0.014735226,0.012226809, 0.010495403812259671, 0.010481283612218192,0.009880493,0.009184752,0.009030589,0.009021192, 0.008994680559666235)
"Topic 294	('snakes'", 'head', 'drag', 'shape', 'segall', 'hydrodynamic', 'bulky', 'herrel', 'elongated'," 'shapes')	(0.039994699662896024",0.032405495, 0.026682223524055568, 0.026662263350184828, 0.018995662340333314, 0.015445667916097588,0.013851819, 0.013701360970578847, 0.012166049510914864, 0.012143505761866949)
"Topic 295	('colors'", 'colour', 'timareta', 'vision', 'fw', 'hw', 'photoreceptor', 'yellow', 'luminance'," 'color')	(0.0238684376644351", 0.021694881507578586,0.019594196, 0.016844786631645618,0.015819383,0.015431847, 0.015357200130572264, 0.014898675116277243, 0.014018042429449849, 0.012790219130280691)
"Topic 296	('wolbachia'", 'wsuz', 'suzukii', 'wha', 'wtei', 'iit', 'ci', 'simulans', 'hatch'," 'infected')	(0.042785236863067434", 0.040700604664517664,0.037291655, 0.026116575107546766, 0.022849880290192102, 0.022494642467346344, 0.022144533391104632, 0.020052449538364846, 0.019204530398704265, 0.018092712371594752)
"Topic 297	('psi3'", 'psi2', 'phi', 'psi1', 'e0', '146', '1phi', '1beta', 'page'," '1s')	(0.7041656600648836", 0.6467006983881293, 0.5646176654401575, 0.5139747272285783, 0.34555541946382673,0.059594996,0.056758228,0.03580471,0.034258982, 0.03231242370514904)
"Topic 298	('equity'", 'being', 'constructs', 'well', 'dimensions', 'interrelationships', 'wellbeing', 'construct', 'people'," 'frameworks')	(0.046975765205351565",0.043410548,0.039048299,0.036954325, 0.020642115921355387, 0.014442218745444322, 0.013181477014392486, 0.010466896648061668, 0.010338941731196637, 0.009968058357986628)
"Topic 299	('zinc'", 'iridescent', 'feather', 'colouration', 'feathers', 'pigeons', 'melanic', 'metals', 'trace'," 'exposure')	(0.05331534546140159",0.04602439, 0.041983229987698524, 0.039341000877157035, 0.035978049446913386,0.035463629,0.026841895,0.023189953,0.022193453, 0.0208792937793626)
"Topic 300	('intestinal'", 'fishes', 'intestine', 'morphology', 'stomach', 'length', 'durophagous', 'diameter', 'reef'," 'trophic')	(0.08526566194087523", 0.020183351184076367, 0.018579311610526037, 0.015399663103734931,0.014340311, 0.013673184205427898, 0.013487603132519357, 0.012898520819201452, 0.012378208969231176, 0.012267480864640447)
"Topic 301	('stopover'", 'duration', 'staying', 'probabilities', 'capture', 'encounter', 'birds', '00', 'knots'," 'staging')	(0.07773697663557924",0.038765465, 0.022391247257617077,0.016317512, 0.016219827201418638, 0.014981968850261792,0.014243467, 0.012988608600333471, 0.011664227528163311, 0.011624366393753522)
"Topic 302	('litter'", 'decomposition', 'remaining', 'mass', 'exclusion', 'mesofauna', 'rain', 'bags', 'carpathians'," 'massif')	(0.04180387615563135", 0.018750013782535633,0.016460948, 0.014654580274033165, 0.012538140654384298, 0.011751739689811252, 0.011311062969803458, 0.010770375970298583,0.010385003, 0.00928870617120784)
